,Customer Code,Month 1 Sales Amount,Month 2 Sales Amount,Month 3 Sales Amount,Gender,Shop Name,Month 1 Customer Status,Month 2 Customer Status,Month 3 Customer Status,Total Sales Amount
4433,AP01205186,121.0,107.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,228.0
4434,AP01206352,107.0,935.0,84.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1126.0
4435,AP01201590,2175.0,1380.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,3555.0
4436,AP01205322,780.0,823.0,665.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2268.0
4437,AP012092217,1360.0,854.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,2214.0
4438,AP01204063,2795.0,2646.0,2791.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,8232.0
4439,AP01200545,2808.0,2833.0,2726.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,8367.0
4440,AP01204803,390.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,390.0
4441,AP01201594,2673.0,1792.0,1052.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5517.0
4442,AP012092221,2525.0,1644.0,1460.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5629.0
4443,AP01204370,1176.0,1030.0,449.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2655.0
4444,AP012092222,334.0,270.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,604.0
4445,AP01202539,1547.0,610.0,1757.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3914.0
4446,AP012092628,1514.0,1850.0,1972.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5336.0
4447,AP01205437,2843.0,1645.0,2693.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7181.0
4448,AP01201221,420.0,1140.0,482.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2042.0
4449,AP012092629,126.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,126.0
4450,AP01203505,1357.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1357.0
4451,AP01208567,391.0,0.0,295.0,Male,Interstoff Apparels Ltd.,yes,no,yes,686.0
4452,AP01202296,1617.0,229.0,431.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2277.0
4453,AP01201710,438.0,481.0,597.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,1516.0
4454,AP01206229,607.0,10.0,1509.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2126.0
4455,AP01205328,928.0,658.0,255.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1841.0
4456,AP012092589,1117.0,443.0,539.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2099.0
4457,AP01203697,88.0,332.0,229.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,649.0
4458,AP01200976,354.0,0.0,1722.0,Male,Interstoff Apparels Ltd.,yes,no,yes,2076.0
4459,AP01205468,2089.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2089.0
4460,AP01204003,475.0,823.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,1298.0
4461,AP01203387,654.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,654.0
4462,AP01206875,858.0,627.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,1485.0
4463,AP01208891,452.0,750.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,1202.0
4464,AP01206911,253.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,253.0
4465,AP01205098,582.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,582.0
4466,AP01201838,100.0,1109.0,558.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1767.0
4467,AP01200648,1163.0,1188.0,547.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2898.0
4468,AP012092676,418.0,1664.0,1187.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3269.0
4469,AP01200120,670.0,0.0,782.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1452.0
4470,AP012092677,165.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,165.0
4471,AP012093100,740.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,740.0
4472,AP012093357,571.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,571.0
4473,AP012093262,92.0,193.0,1026.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1311.0
4474,AP012093462,782.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,782.0
4475,AP012092750,2796.0,2440.0,2470.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7706.0
4476,AP012093070,945.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,945.0
4477,AP012093265,2727.0,2527.0,2526.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7780.0
4478,AP012093358,486.0,0.0,580.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1066.0
4479,AP012093108,20.0,187.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,207.0
4480,AP012092805,75.0,75.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,150.0
4481,AP012093467,1006.0,1085.0,251.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2342.0
4482,AP012093364,2525.0,2489.0,2465.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7479.0
4483,AP012093469,334.0,858.0,2246.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3438.0
4484,AP012093112,609.0,0.0,736.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1345.0
4485,AP012093471,2148.0,778.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,2926.0
4486,AP012093476,127.0,133.0,177.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,437.0
4487,AP012092815,108.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,108.0
4488,AP01208105,50.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,50.0
4489,AP01208069,1082.0,330.0,1426.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2838.0
4490,AP01208616,2905.0,4040.0,2337.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,9282.0
4491,AP012092226,400.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,400.0
4492,AP01203336,230.0,2046.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2286.0
4493,AP012092229,805.0,634.0,520.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1959.0
4494,AP01204631,294.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,294.0
4495,AP01203797,1117.0,2455.0,1249.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4821.0
4496,AP01200366,1069.0,0.0,1095.0,Male,Interstoff Apparels Ltd.,yes,no,yes,2164.0
4497,AP01205460,900.0,2335.0,4699.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7934.0
4498,AP01205078,2125.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2125.0
4499,AP01200922,2050.0,3360.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,5410.0
4500,AP01205429,900.0,900.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,1800.0
4501,AP01204100,3381.0,3536.0,3529.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,10446.0
4502,AP01203935,1775.0,2006.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,3781.0
4503,AP01203087,2150.0,2370.0,1516.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6036.0
4504,AP01203536,2407.0,1234.0,2561.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6202.0
4505,AP01207909,1755.0,747.0,3403.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5905.0
4506,AP01200884,990.0,0.0,1135.0,Male,Interstoff Apparels Ltd.,yes,no,yes,2125.0
4507,AP01202052,1316.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,1316.0
4508,AP012092255,372.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,372.0
4509,AP01202044,380.0,497.0,539.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1416.0
4510,AP01204969,690.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,690.0
4511,AP012092263,3109.0,2861.0,3170.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,9140.0
4512,AP01200384,1457.0,1710.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,3167.0
4513,AP01208029,3692.0,2881.0,970.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7543.0
4514,AP01202903,2016.0,2019.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,4035.0
4515,AP01202666,706.0,0.0,1386.0,Male,Interstoff Apparels Ltd.,yes,no,yes,2092.0
4516,AP01202921,4126.0,3016.0,2952.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,10094.0
4517,AP01204422,1822.0,1887.0,1488.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,5197.0
4518,AP01202236,20.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,20.0
4519,AP01202361,1360.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,1360.0
4520,AP01205867,1050.0,0.0,1267.0,Male,Interstoff Apparels Ltd.,yes,no,yes,2317.0
4521,AP01206016,2645.0,3484.0,3431.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,9560.0
4522,AP01200585,1487.0,2653.0,920.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5060.0
4523,AP01207959,3095.0,3110.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,6205.0
4524,AP01203509,798.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,798.0
4525,AP01205207,1040.0,2376.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,3416.0
4526,AP01202784,1941.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1941.0
4527,AP01205012,1084.0,0.0,215.0,Female,Interstoff Apparels Ltd.,yes,no,yes,1299.0
4528,AP01206781,3258.0,3236.0,3083.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,9577.0
4529,AP012092285,3238.0,3222.0,3205.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,9665.0
4530,AP01208600,980.0,0.0,291.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1271.0
4531,AP01202806,1446.0,2128.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,3574.0
4532,AP01200037,1195.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,1195.0
4533,AP01208375,1277.0,1062.0,2351.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4690.0
4534,AP01204576,380.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,380.0
4535,AP01203524,2199.0,2067.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,4266.0
4536,AP01206667,2166.0,1189.0,3532.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,6887.0
4537,AP012092190,815.0,1198.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,2013.0
4538,AP01202280,1974.0,1993.0,430.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,4397.0
4539,AP01201236,680.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,680.0
4540,AP012092299,2512.0,580.0,1914.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,5006.0
4541,AP01206669,925.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,925.0
4542,AP01203530,2242.0,208.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,2450.0
4543,AP01201171,981.0,1615.0,1793.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4389.0
4544,AP01209094,2458.0,3314.0,3354.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,9126.0
4545,AP01201830,695.0,2047.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2752.0
4546,AP01201114,2433.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2433.0
4547,AP012092310,40.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,40.0
4548,AP01208588,2329.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2329.0
4549,AP01206771,456.0,0.0,730.0,Female,Interstoff Apparels Ltd.,yes,no,yes,1186.0
4550,AP01205054,1075.0,2824.0,776.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4675.0
4551,AP01201531,3164.0,3472.0,3412.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,10048.0
4552,AP01204206,452.0,563.0,1241.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2256.0
4553,AP01201952,818.0,100.0,507.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1425.0
4554,AP01203106,10.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,10.0
4555,AP012092315,547.0,0.0,275.0,Female,Interstoff Apparels Ltd.,yes,no,yes,822.0
4556,AP01204286,800.0,875.0,1145.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2820.0
4557,AP01204921,210.0,208.0,698.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1116.0
4558,AP01200185,473.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,473.0
4559,AP01204818,1230.0,780.0,1680.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3690.0
4560,AP01203010,1445.0,450.0,1192.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3087.0
4561,AP012092325,3150.0,3101.0,3100.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,9351.0
4562,AP01201176,2217.0,3404.0,2139.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7760.0
4563,AP01201109,981.0,0.0,58.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1039.0
4564,AP01203247,75.0,20.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,105.0
4565,AP01205612,372.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,372.0
4566,AP01204626,3058.0,2290.0,2282.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,7630.0
4567,AP01202330,565.0,1368.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,1933.0
4568,AP012092335,2116.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,2116.0
4569,AP01201381,380.0,10.0,195.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,585.0
4570,AP01202303,904.0,1220.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,2124.0
4571,AP012092337,708.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,708.0
4572,AP012092340,2009.0,1503.0,1309.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4821.0
4573,AP01201035,537.0,1813.0,772.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3122.0
4574,AP012092343,649.0,931.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,1580.0
4575,AP01203430,1360.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1360.0
4576,AP012092346,245.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,245.0
4577,AP012092347,1820.0,821.0,1709.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,4350.0
4578,AP01201538,2112.0,1320.0,793.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,4225.0
4579,AP01208855,2293.0,25.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2328.0
4580,AP01206532,1324.0,439.0,452.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2215.0
4581,AP01205484,1151.0,575.0,1753.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3479.0
4582,AP01208725,925.0,734.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1669.0
4583,AP01203816,723.0,102.0,30.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,855.0
4584,AP01203557,584.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,584.0
4585,AP01208871,1920.0,3113.0,1150.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6183.0
4586,AP01205580,381.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,381.0
4587,AP01200395,3614.0,3617.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,7231.0
4588,AP012092364,1793.0,3475.0,2928.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,8196.0
4589,AP01203634,890.0,1796.0,410.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3096.0
4590,AP01204338,230.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,230.0
4591,AP01200143,3593.0,1420.0,1821.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6834.0
4592,AP01204783,1022.0,1054.0,1124.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3200.0
4593,AP01204805,20.0,301.0,10.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,331.0
4594,AP01206197,817.0,1553.0,982.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3352.0
4595,AP01203703,1427.0,740.0,1370.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3537.0
4596,AP01205527,725.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,725.0
4597,AP012092370,925.0,1780.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,2705.0
4598,AP01203663,20.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,20.0
4599,AP01203717,70.0,10.0,607.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,687.0
4600,AP01203749,1810.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1810.0
4601,AP01203069,2838.0,4166.0,1039.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,8043.0
4602,AP01200506,675.0,1001.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1686.0
4603,AP01202360,3662.0,3132.0,3270.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,10064.0
4604,AP01204877,4160.0,3352.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,7512.0
4605,AP012092376,135.0,10.0,1521.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,1666.0
4606,AP01203669,1403.0,1922.0,2552.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,5877.0
4607,AP012092378,5004.0,3503.0,3558.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,12065.0
4608,AP01205253,1850.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,1850.0
4609,AP01200730,874.0,0.0,875.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1749.0
4610,AP01205412,708.0,248.0,571.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1527.0
4611,AP012092381,1040.0,3136.0,3144.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,7320.0
4612,AP01206880,300.0,981.0,1595.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2876.0
4613,AP01208981,650.0,0.0,403.0,Female,Interstoff Apparels Ltd.,yes,no,yes,1053.0
4614,AP01202808,1040.0,1268.0,1875.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4183.0
4615,AP01202956,2646.0,3102.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,5748.0
4616,AP01206186,490.0,80.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,570.0
4617,AP01204163,527.0,599.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,1126.0
4618,AP012092387,2630.0,2833.0,1750.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,7213.0
4619,AP01206627,1243.0,0.0,2465.0,Male,Interstoff Apparels Ltd.,yes,no,yes,3708.0
4620,AP01203595,537.0,1640.0,10.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2187.0
4621,AP01203701,418.0,30.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,448.0
4622,AP01205198,320.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,320.0
4623,AP01202088,2188.0,2376.0,2056.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6620.0
4624,AP01203182,510.0,1678.0,10.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2198.0
4625,AP01202551,804.0,1280.0,1080.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3164.0
4626,AP01200242,458.0,0.0,864.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1322.0
4627,AP01202935,1976.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1976.0
4628,AP01204031,1437.0,1598.0,1751.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,4786.0
4629,AP01200719,757.0,2400.0,2919.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6076.0
4630,AP01202008,570.0,1011.0,1257.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2838.0
4631,AP01203750,974.0,1205.0,10.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2189.0
4632,AP01206148,396.0,166.0,612.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,1174.0
4633,AP012092401,2709.0,2780.0,1352.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,6841.0
4634,AP01206849,390.0,0.0,463.0,Male,Interstoff Apparels Ltd.,yes,no,yes,853.0
4635,AP01206624,1236.0,2087.0,1780.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5103.0
4636,AP01204103,2875.0,3525.0,3377.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,9777.0
4637,AP01201647,1125.0,2008.0,1389.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,4522.0
4638,AP01202832,496.0,847.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,1343.0
4639,AP01208299,3288.0,3346.0,2424.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,9058.0
4640,AP01200725,3466.0,3345.0,3791.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,10602.0
4641,AP01205637,1515.0,2880.0,2215.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,6610.0
4642,AP01200269,3133.0,3261.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,6394.0
4643,AP01208962,607.0,0.0,1118.0,Female,Interstoff Apparels Ltd.,yes,no,yes,1725.0
4644,AP01204344,520.0,1715.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,2235.0
4645,AP01209038,925.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,925.0
4646,AP01203656,70.0,10.0,15.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,95.0
4647,AP01204281,772.0,588.0,1335.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2695.0
4648,AP01200611,100.0,3965.0,1378.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5443.0
4649,AP01204302,284.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,284.0
4650,AP01203982,2947.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2947.0
4651,AP01203164,733.0,1445.0,1462.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3640.0
4652,AP01201601,290.0,1548.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,1838.0
4653,AP01202772,1800.0,1460.0,966.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4226.0
4654,AP01204451,925.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,925.0
4655,AP01200461,508.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,508.0
4656,AP012092438,1053.0,2374.0,1739.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,5166.0
4657,AP01209004,5089.0,2669.0,2350.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,10108.0
4658,AP01204569,2426.0,0.0,945.0,Male,Interstoff Apparels Ltd.,yes,no,yes,3371.0
4659,AP01204601,1952.0,1410.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,3362.0
4660,AP012092634,400.0,182.0,369.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,951.0
4661,AP012092636,2251.0,1355.0,1296.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,4902.0
4662,AP01204736,315.0,799.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,1114.0
4663,AP01203679,2737.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,2737.0
4664,AP01203987,652.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,652.0
4665,AP01204669,1367.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1367.0
4666,AP01201677,1387.0,769.0,580.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2736.0
4667,AP01201292,475.0,0.0,892.0,Male,Interstoff Apparels Ltd.,yes,no,yes,1367.0
4668,AP01204872,1516.0,2382.0,2855.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,6753.0
4669,AP01208826,6249.0,6003.0,3527.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,15779.0
4670,AP01204841,315.0,2271.0,922.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3508.0
4671,AP01202506,2985.0,895.0,1937.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,5817.0
4672,AP012092652,2731.0,2161.0,1000.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,5892.0
4673,AP01202247,382.0,543.0,1543.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2468.0
4674,AP01206008,1678.0,0.0,0.0,Female,Interstoff Apparels Ltd.,yes,no,no,1678.0
4675,AP012092654,1558.0,1148.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,2706.0
4676,AP012092656,553.0,608.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,1161.0
4677,AP01205059,509.0,1418.0,1426.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,3353.0
4678,AP012092657,2525.0,1883.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,4408.0
4679,AP01204021,200.0,1040.0,1265.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2505.0
4680,AP01203604,380.0,360.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,740.0
4681,AP01205196,3312.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,3312.0
4682,AP01205172,1490.0,827.0,483.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,2800.0
4683,AP01204815,710.0,941.0,340.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,1991.0
4684,AP012092698,925.0,738.0,0.0,Female,Interstoff Apparels Ltd.,yes,yes,no,1663.0
4685,AP01205893,3060.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,3060.0
4686,AP012093477,3042.0,2400.0,3266.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,8708.0
4687,AP012093281,1351.0,1734.0,473.0,Male,Interstoff Apparels Ltd.,yes,yes,yes,3558.0
4688,AP012093374,1168.0,1064.0,739.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2971.0
4689,AP012093376,2135.0,3076.0,0.0,Male,Interstoff Apparels Ltd.,yes,yes,no,5211.0
4690,AP012093483,1459.0,0.0,708.0,Female,Interstoff Apparels Ltd.,yes,no,yes,2167.0
4691,AP012093378,1453.0,0.0,0.0,Male,Interstoff Apparels Ltd.,yes,no,no,1453.0
4692,AP012092980,236.0,480.0,1345.0,Female,Interstoff Apparels Ltd.,yes,yes,yes,2061.0
